0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.525000015237754724e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,1.315466557105834065e-03,6.754396001263354691e-06,3.000000000000000000e+01,6.581152175022330448e-04,-1.093382792546695347e-04,0.000000000000000000e+00,6.577332785529170500e-02,3.377198000631677311e-04,0.000000000000000000e+00,3.290576087511164899e-02,-5.466913962733476601e-03,0.000000000000000000e+00,-3.132140155533870090e-08,-3.132140155533871414e-08,-1.727844045026115255e-05,-1.727844045026115255e-05,1.525000012780609723e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.525000000000000000e+03
4.000000000000000083e-02,3.923941451850144341e-03,1.952614581990667550e-05,3.000000021993029975e+01,1.903082110861490945e-03,-3.229531496423800941e-04,-7.003181178363573797e-08,1.304237451599567776e-01,6.385852046894798829e-04,-3.684056243439174088e-06,6.224834428510500617e-02,-1.068074351083695209e-02,3.527569526984989312e-06,1.369028219966941971e-07,1.369028219966941971e-07,-6.739050101769803586e-05,-6.739050101769803586e-05,1.525000012766725376e+03,-3.132140155533870090e-08,-3.132140155533871414e-08,-1.727844045026115255e-05,-1.727844045026115255e-05,1.525000000000000000e+03
5.999999999999999778e-02,7.803081523650834406e-03,3.754231641509358998e-05,3.000000114811054530e+01,3.659918425302715640e-03,-6.359051264444273883e-04,-3.357273681936108577e-07,1.939570084001500661e-01,9.007895946257637055e-04,-1.794432221591689801e-05,8.784181143170047279e-02,-1.564759578649461622e-02,1.649389438470185120e-05,1.676712606331700604e-06,1.676712606331700604e-06,-1.541974662045120757e-04,-1.541974662045120757e-04,1.030848432747538901e-04,1.369028219966941971e-07,1.369028219966941971e-07,-6.739050101769803586e-05,-6.739050101769803586e-05,1.525000000000000000e+03
8.000000000000000167e-02,1.167698034778662762e-02,5.354496205651922125e-05,3.000000269081868254e+01,5.221600817467042695e-03,-9.391740384559085731e-04,-5.833763915185770864e-07,1.936949508262232611e-01,8.000234630635502534e-04,-4.896454841277927375e-05,7.808411173415272244e-02,-1.516338936213951563e-02,4.311448431638408344e-05,2.555384562068756028e-06,2.555384562068756028e-06,-1.517041005871633101e-04,-1.517041005871633101e-04,3.744374593695642310e-05,1.676712606331700604e-06,1.676712606331700604e-06,-1.541974662045120757e-04,-1.541974662045120757e-04,1.030848432747538901e-04
1.000000000000000056e-01,1.554565029799420163e-02,6.743347697763604775e-05,3.000000481904694638e+01,6.578209577447109886e-03,-1.232941693393744967e-03,-8.080529012145420911e-07,1.934335117352600497e-01,6.941361655700348243e-04,-7.888188647262637610e-05,6.783042744848767625e-02,-1.468824116538360036e-02,6.546285544902097776e-05,3.324073768254866492e-06,3.324073768254866492e-06,-1.492888311303835623e-04,-1.492888311303835623e-04,3.749694167868550363e-05,2.555384562068756028e-06,2.555384562068756028e-06,-1.517041005871633101e-04,-1.517041005871633101e-04,3.744374593695642310e-05
1.199999999999999956e-01,1.940910370863507817e-02,7.914902212329672209e-05,3.000000750508595715e+01,7.723887265644878951e-03,-1.517387762667775537e-03,-1.005567435085136006e-06,1.931726888198373182e-01,5.852374082173220950e-04,-1.077208473960928221e-04,5.728387223369635350e-02,-1.422206070915323778e-02,8.368111259860948694e-05,3.978742111270822366e-06,3.978742111270822366e-06,-1.469493503014837350e-04,-1.469493503014837350e-04,3.755011473711948188e-05,3.324073768254866492e-06,3.324073768254866492e-06,-1.492888311303835623e-04,-1.492888311303835623e-04,3.749694167868550363e-05
1.400000000000000133e-01,2.326735287252560888e-02,8.867221520422910550e-05,3.000001072294107729e+01,8.656617356985335521e-03,-1.792689781023759860e-03,-1.172490296008653025e-06,1.929124797651154133e-01,4.753211989451146800e-04,-1.355056523428243014e-04,4.663649190269239520e-02,-1.376475478160764376e-02,9.797314606369406347e-05,4.517558719803639052e-06,4.517558719803639052e-06,-1.446834335175770851e-04,-1.446834335175770851e-04,3.760326347816783058e-05,3.978742111270822366e-06,3.978742111270822366e-06,-1.469493503014837350e-04,-1.469493503014837350e-04,3.755011473711948188e-05
1.600000000000000033e-01,2.712041003583231039e-02,9.602036743703336048e-05,3.000001444860484767e+01,9.377958394627869051e-03,-2.059023146230680012e-03,-1.306160303360068602e-06,1.926528821145183368e-01,3.662426108288661334e-04,-1.622601973542594622e-04,3.606703990069031612e-02,-1.331622716340663537e-02,1.085926226395799701e-04,4.940756773106768489e-06,4.940756773106768489e-06,-1.424890190870702327e-04,-1.424890190870702327e-04,3.765638725310156796e-05,4.517558719803639052e-06,4.517558719803639052e-06,-1.446834335175770851e-04,-1.446834335175770851e-04,3.760326347816783058e-05
1.799999999999999933e-01,3.096828739312314227e-02,1.012443478604061381e-04,3.000001866018980223e+01,9.892741389765535853e-03,-2.316561119381352861e-03,-1.404679494715288851e-06,1.923938932763503140e-01,2.596986325153889620e-04,-1.880080197299650912e-04,2.573913961422576863e-02,-1.287637861982029661e-02,1.158315173040817689e-04,5.250460023295766432e-06,5.250460023295766432e-06,-1.403642055281664259e-04,-1.403642055281664259e-04,3.770948634077761475e-05,4.940756773106768489e-06,4.940756773106768489e-06,-1.424890190870702327e-04,-1.424890190870702327e-04,3.765638725310156796e-05
2.000000000000000111e-01,3.481099708290764233e-02,1.044251553145080034e-04,3.000002333793395337e+01,1.020873818911964721e-02,-2.565474826087644784e-03,-1.466894533271991657e-06,1.921355105361366999e-01,1.572130876529514532e-04,-2.127722689498938381e-04,1.579983276146503315e-02,-1.244510710677341342e-02,1.200093468379141926e-04,5.450468277335440894e-06,5.450468277335440894e-06,-1.383072413056609480e-04,-1.383072413056609480e-04,3.776256184288711052e-05,5.250460023295766432e-06,5.250460023295766432e-06,-1.403642055281664259e-04,-1.403642055281664259e-04,3.770948634077761475e-05
2.200000000000000011e-01,3.864855118390142508e-02,1.056702761430512385e-04,3.000002846409723389e+01,1.033630839434202670e-02,-2.805933258780181783e-03,-1.492365857670570807e-06,1.918777310729155861e-01,6.012554157745405041e-05,-2.365756841142046749e-04,6.378506993820464224e-03,-1.202230813686363392e-02,1.214632316422242271e-04,5.546101765102873510e-06,5.546101765102873510e-06,-1.363165087213310525e-04,-1.363165087213310525e-04,3.781561554553202907e-05,5.450468277335440894e-06,5.450468277335440894e-06,-1.383072413056609480e-04,-1.383072413056609480e-04,3.776256184288711052e-05
2.399999999999999911e-01,4.248096171215256373e-02,1.051099029268866600e-04,3.000003402277111419e+01,1.028803217020282657e-02,-3.038103280226096999e-03,-1.481327724324545008e-06,1.916205519777729738e-01,-3.041592775407995326e-05,-2.594405790071067962e-04,-2.413809658348770731e-03,-1.160787525136609301e-02,1.205387855126972634e-04,5.544138014953168751e-06,5.544138014953168751e-06,-1.343905037821646045e-04,-1.343905037821646045e-04,3.786864949479988585e-05,5.546101765102873510e-06,5.546101765102873510e-06,-1.363165087213310525e-04,-1.363165087213310525e-04,3.781561554553202907e-05
